record_id,state,county,municipality,jurisdiction_level,record_type,project_or_policy_name,technology,policy_mechanism,opposition_type,adopted_or_event_date_text,status,project_capacity_mw,project_area_acres,has_litigation,short_description,long_description,extraction_source_section,notes
REC-0059,GA,Lee County,,local,local_restriction,Moratorium on solar farm construction,solar,moratorium,,"May 2019, January 2021",lifted,,,,Lee County placed a moratorium on solar farm construction in response to increased interest from developers.,"In May 2019, Lee County officials in Georgia placed a moratorium on solar farm construction. The moratorium was extended through January 2021 and then lifted when the county adopted an amendment to its Zoning Ordinance of Solar Energy Systems.",local_restrictions,
REC-0060,GA,Oglethorpe County,,local,local_restriction,"6-month moratorium on new solar projects, followed by ordinance amendment",solar,moratorium,,"March 2023, September 2023",in_force,,,,"Oglethorpe County adopted a 6-month moratorium on new solar projects, followed by an amendment to its Zoning Ordinance.","In March 2023, the Oglethorpe County Board of Commissioners in Georgia adopted a 6-month moratorium on new solar projects. The moratorium lasted until September 2023 when the county adopted an amendment to its Zoning Ordinance of Solar Energy Systems.",local_restrictions,
REC-0061,GA,Thomas County,,local,local_restriction,Indefinite moratorium on solar energy facility construction,solar,moratorium,,"October 2016, October 2018",in_force,,,,Thomas County implemented an indefinite moratorium on solar energy facility construction.,"In October 2016, Thomas County in Georgia placed a moratorium on solar installaDons. The moratorium was extended through May 2017 and then voted unanimously to implement an indefinite moratorium on solar energy facility construcDon in October 2018.",local_restrictions,
REC-0062,GA,Bibb County,,local,contested_project,Cubico Solar Farm,solar,,"local_residents, organized_group","May 23, 2022",cancelled,780 MW,,,The Macon-Bibb Planning and Zoning Commission rejected Cubico Sustainable Investments' plan for a 780-MW solar farm.,"On May 23, 2022, the Macon-Bibb Planning and Zoning Commission in Georgia unanimously rejected Cubico Sustainable Investments’ plan for a 780-MW solar farm. The rejection was based on concerns about harm to wildlife, damage to roads, and potential declining property values. Opponents collected 400 signatures against the project.",contested_projects,
REC-0063,GA,Sumter County,,local,contested_project,SA Solar Farm,solar,,"organized_group, local_residents","November 2023, December 2023",pending,,,,The Sumter County Planning & Zoning Board recommended denying a conditional use permit for SA Solar’s proposed solar farm.,"In November 2023, the Sumter County Planning & Zoning Board in Georgia recommended that the county Board of Commissioners deny a conditional use permit for SA Solar’s proposed solar farm. The recommendation was set aside by the Board of Commissioners in December 2023 and a conditional use permit was granted.",contested_projects,
REC-0064,GA,Houston County,,local,contested_project,Silicon Ranch’s Kathleen Solar Project,solar,,"environmental_group, local_residents","September 3, 2024",cancelled,"4,700 acres",,,Houston County Commissioners denied a permit for Silicon Ranch to construct a solar farm near the Oaky Woods Wildlife Management Area.,"On September 3, 2024, the Houston County Commissioners in Georgia voted to deny a permit to developer Silicon Ranch to construct a 4,700-acre solar farm in Kathleen. The proposal faced opposition from local naturalists due to its proximity to the Oaky Woods Wildlife Management Area, which hosts a regionally significant population of black bears.",contested_projects,
REC-0065,GA,Houston County,,local,contested_project,SR Robins Solar Farm,solar,,"local_residents, organized_group",August 2024,cancelled,"4,700 acres",,,"The Houston County Board of Commissioners denied an application for a 4,700-acre solar farm due to concerns about quality of living and wildlife habitat.","The Houston County Board of Commissioners in Georgia unanimously denied an application for a 4,700-acre project. Among the reasons for denial were concerns about the quality of living, property values, and wildlife habitat, particularly bear habitat. At the Board of Zoning Appeals meeting, there was strong opposition from residents.",contested_projects,
REC-0066,HI,Honolulu County,Honolulu City,local,local_restriction,,wind,"setback, zoning_restriction",,December 2024,in_force,,,,"The Honolulu City Council revised land use regulations for wind power, increasing setbacks and prohibiting height changes after contract end.","In December 2024, the Honolulu City Council of Hawaii revised its land use regulations to increase the required setback distance from certain property lines for wind turbines. The new regulation mandates a setback of 1.25 miles or ten times the turbine’s height—whichever is greater. Additionally, the council decided against allowing wind turbines to make repairs affecting their height after the end of their contracts.",local_restrictions,
REC-0067,HI,Honolulu County,,local,contested_project,Kahuku Na Pua Makani Wind Project,wind,,"litigation, organized_group, local_residents",2016-2022,approved_after_opposition,24 MW reduced to 8 turbines,,yes,Local opposition led to a reduction in the scope of the wind project and legal challenges over species protection.,"The Kahuku Na Pua Makani Wind Project, initially planned for 13-15 turbines, was reduced to 8 turbines due to local opposition. Legal challenges included a contested case hearing petition by Keep the North Shore Country in 2016 and an appeal of the Board of Land and Natural Resources' decision in 2019. The state Circuit Court upheld the decision in May 2019, and the Supreme Court of Hawaii affirmed it in February 2022.",contested_projects,
REC-0068,HI,Honolulu County,,local,contested_project,Kawailoa Wind Farm,wind,,"litigation, organized_group",2018-2021,approved_after_opposition,69 MW,,yes,Legal challenges and a settlement led to enhanced research plans for the wind farm project.,"The Kawailoa Wind Farm sought to amend its Habitat Conservation Plan (HCP) and Incidental Take License (ITL) in 2018. In 2019, the state Board of Land and Natural Resources approved the amendments. Environmental group Keep the North Shore Country challenged the amendments as inadequate for wildlife protection. A settlement was reached in January 2021, with Kawailoa agreeing to fund an enhanced research plan.",contested_projects,
REC-0069,HI,Maui County,,local,contested_project,Paeahu Solar (Maui Meadows),solar,,"environmental_group, local_residents",November 2023,cancelled,15 MW,,,Environmental and resident opposition led to the cancellation of a solar farm project.,"In November 2023, Innergex Energy cancelled development of a 15-MW solar farm planned for Maui Meadows in South Maui. The project faced opposition from environmentalists and residents due to concerns about water pollution, flooding, wildfire risks, and loss of open, scenic land.",contested_projects,
