id,state,project_name,technology,severity_score,description,outcome,finality_evidence,status,has_litigation,opposition_type,county,municipality,event_date_text,capacity_mw,area_acres,long_description,source_record_id,source,source_url,notes,id,source_id
con_7d8db66270,SD,Dakota Power Community Wind Project,wind,4,Local residents organized an opposition group to advocate for stricter setbacks. The project was cancelled in 2017.,blocked_unverified,outcome_label_only,cancelled,no,"organized_group, local_residents",Lincoln County,,2017,,,"In 2014, the Dakota Power Community Wind proposed a 1,000-MW wind farm in rural Lincoln County with up to 500 turbines. Local residents organized an opposition group, We-Care SD, to advocate for stricter setbacks. The Lincoln County Board of Commissioners increased the setback requirement from 0.25 miles to 0.5 miles from habitable dwellings. Voters upheld the setbacks in a July 2017 referendum. In November 2017, the developer relinquished 122 easements it had secured for the project, signaling an intent to cancel the project.",REC-0405,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_7d8db66270,src_90d5b39d9a09
con_e84421a7ea,SD,Juhl Energy’s Davison County Wind Project,wind,2,Juhl Energy’s 9-to-11-turbine wind farm project was denied due to neighbors' concerns about property value impacts and quality of life.,needs_review,none,lifted,,local_residents,Davison County,,2016,,,"In February 2016, the Davison County Commission in South Dakota denied a permit for a 9-to-11-turbine wind farm proposed by Juhl Energy. The project faced intense opposition from neighbors due to concerns about property value impacts and quality of life.",REC-0407,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_e84421a7ea,src_90d5b39d9a09
con_d5c9023056,SD,National Grid Renewables McCook County Solar Farm,solar,2,"National Grid Renewables withdrew an application for a solar farm in McCook County due to local opposition, then resubmitted.",pending,none,pending,no,"local_residents, organized_group",McCook County,,February 2023,,,"In February 2023, National Grid Renewables withdrew an application for a solar farm in McCook County amidst significant local opposition. The company then filed a second application. In November 2023, the McCook County Commission delayed a vote on the project after two hours of public testimony in a meeting with over fifty residents. The Commission stated that it needed to further consider impacts on neighborhood characteristics, the environment, and adjacent projects.",REC-0409,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_d5c9023056,src_90d5b39d9a09
con_6cd6b66f87,SD,Oahe Solar Project,solar,2,"Walworth County residents opposed the Oahe Solar project, citing concerns about tourism, water, and fire risk.",pending,none,pending,no,"local_residents, organized_group",Walworth County,,November 2023,,3200,"Walworth County residents have opposed plans for the 3,200-acre Oahe Solar project, citing concerns about impacts to tourism, water, and fire risk. Residents stated that they are not anti-solar but seek greater protections in the planning process. In response to local concerns, in November 2023, the county increased setback requirements for solar farms to 1 mile from residences and 1,000 feet from property lines.",REC-0410,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_6cd6b66f87,src_90d5b39d9a09
con_37479ca0c8,TN,Graceland Solar Project,solar,3,"Shelby County Board of Commissioners denied the Graceland Solar Project, following opposition from residents and a Change.org petition.",pending,none,pending,yes,"local_residents, organized_group",Shelby County,,February 2024,150 MW,,"The Shelby County Board of Commissioners denied the 150-MW Graceland Solar Project in February 2024. The project faced vocal opposition from local residents during previous meetings with the Division of Planning and Development. A Change.org petition also opposed the project, asking Shelby County to deny it.",REC-0417,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_37479ca0c8,src_90d5b39d9a09
con_0b72ea9a87,TX,Bluegrove Wind Project,wind,4,Bluegrove Wind Project was canceled after opposition from local residents and politicians.,blocked_unverified,outcome_label_only,cancelled,no,"organized_group, local_residents",Clay County,,June 2018,100 MW,,"John Greer, a Dallas oil investor with a family ranch in Clay County, spearheaded a multiyear fight against the proposed 100-MW Bluegrove wind project. Greer helped co-found Clay County Against Wind Farms, which held informational sessions against wind energy in Henrietta, Texas. In June 2018, under pressure from residents and politicians, Innergex Renewable Energy Inc. formally canceled the project.",REC-0433,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_0b72ea9a87,src_90d5b39d9a09
con_67691d38f1,TX,Byers Wind Project,wind,4,Byers Wind Project was canceled after opposition from local residents and politicians.,blocked_unverified,outcome_label_only,cancelled,no,"organized_group, local_residents",Clay County,,June 2018,utility-scale,,"John Greer, a Dallas oil investor with a family ranch in Clay County, spearheaded a multiyear fight against the proposed utility-scale Byers wind project. Greer helped co-found Clay County Against Wind Farms, which held informational sessions against wind energy in Henrietta, Texas. In June 2018, under pressure from residents and politicians, Innergex Renewable Energy Inc. formally canceled the project.",REC-0434,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_67691d38f1,src_90d5b39d9a09
con_036f2cee6b,TX,Horse Hollow Wind Energy Center,wind,3,Horse Hollow Wind Energy Center faced legal challenges over aesthetics and nuisance claims.,advanced_confirmed,"court_ruling: Rankin v. FPL Energy, LLC",operational,yes,"organized_group, local_residents",Taylor County,,2005-2008,735.5 MW,,"POWTL, a group of local residents, sued the wind farm for drastically disrupting the local scenery. The court ruled that no law in Texas regulates aesthetics, prompting the plaintiffs to amend the complaint to assert public and private nuisance claims and seek injunctive relief. In December 2006, a trial jury found against the plaintiffs. The case was dismissed, and the plaintiffs appealed. In August 2008, the Court of Appeals affirmed the judgment of the trial court on all respects except for the allocation of costs and remanded for further determination.",REC-0435,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_036f2cee6b,src_90d5b39d9a09
con_65a8c56898,TX,Mustang Wind Project,wind,2,Mustang Wind Project faced opposition from local residents and an organized group.,pending,none,proposed,no,"organized_group, local_residents",Fayette County,,June 2024,250 MW,"50,000 acres","Apex Clean Energy proposed a 250-MW wind farm within a 50,000-acre area north of Schulenburg. The development would include between 40 to 80 turbines, some up to 600 feet tall. Local opponents organized a Facebook page called “Fayette County Texas - Stop The Wind Turbines” and an opposition group called “FayCoSaysNo.” The groups were active at town hall meetings and recruited hundreds of residents to join in opposition.",REC-0436,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_65a8c56898,src_90d5b39d9a09
con_5131424f2c,VT,Apple Hill Solar and Willow Road Solar (f/k/a Chelsea Solar),solar,3,"Allco Renewable Energy's Apple Hill and Willow Road solar projects have faced opposition from neighbors for over a decade, with legal challenges ongoing.",pending,none,pending,yes,"local_residents, organized_group",Bennington County,,"January 2018, May 2020, June 2019, January 2023, June 2023, July 2023, October 2023, December 2023","2 MW (Apple Hill), 2 MW (Willow Road)",,"Allco Renewable Energy’s plans for the 2-MW Apple Hill project and 2-MW Willow Road project in Bennington, Vermont have faced opposition from neighbors. The state Public Utility Commission initially approved the Apple Hill project in 2018 but reversed its decision on remand in May 2020. In June 2019, the PUC denied a certificate of public good for the Willow Road project due to it being part of a larger solar plant. Legal challenges and opposition continued through multiple decisions and lawsuits.",REC-0440,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_5131424f2c,src_90d5b39d9a09
con_a6ade9969c,VT,Kidder Hill Wind Project,wind,4,Vermont Public Utility Commission rejected an application for a wind project due to incomplete information and local opposition.,blocked_unverified,outcome_label_only,cancelled,,"local_residents, organized_group",Orleans County,"Kidder Hill, Town of",July 2017,N/A,,"In July 2017, the Vermont Public Utility Commission rejected an application for a certificate of public good for the Kidder Hill Wind project. The Commission stated that the application was incomplete and missing crucial information. In August of the same year, the Commission denied a motion for reconsideration. A local opponent stated: ‘The basic opposition comes from a place of community.’",REC-0444,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_a6ade9969c,src_90d5b39d9a09
con_cdd04634b3,VT,Kingdom Community Wind Project,wind,1,"Energize Vermont and several individuals challenged the issuance of a permit for a wind project, but the Supreme Court upheld it.",advanced_unverified,outcome_label_only,approved_after_opposition,,"local_residents, organized_group",Orleans County,"Castleton, Town of",2013,21 turbines,,"Several individuals joined with Energize Vermont in filing a lawsuit to challenge the issuance of a permit related to stormwater management at the 21-turbine Kingdom Community Wind Project. In 2013, the Vermont Supreme Court found ‘no clear and convincing error’ and affirmed the issuance of the permit.",REC-0445,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_cdd04634b3,src_90d5b39d9a09
con_16f217ad6b,VT,Manchester Solar Project,solar,4,Vermont Public Utility Commission denied a certificate for a solar project in Manchester due to aesthetic concerns.,blocked_unverified,outcome_label_only,cancelled,,"local_residents, organized_group",Bennington County,"Manchester, Town of",September 2021,500 kW,,"In September 2021, the Vermont Public Utility Commission denied a certificate to a 500-kilowatt project in Manchester, Vermont, proposed by Manchester-based MHG Solar. The Commission cited aesthetic concerns and noted that it had received ‘many public comments in opposition to the project,’ primarily focused on aesthetic impacts and flooding concerns.",REC-0446,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_16f217ad6b,src_90d5b39d9a09
con_995873bc82,WA,Badger Mountain Solar Project,solar,2,"The Badger Mountain Solar Project is a 200-MW solar project proposed by Aurora Solar, LLC. Indigenous people have objected to the planned construction.",pending,none,pending,,"indigenous opposition, cultural concerns",Douglas,,May 2023,200,,"The Badger Mountain Solar Project is a 200-MW solar project proposed by Aurora Solar, LLC, a subsidiary of Avangrid Renewables, LLC. Wenatchi-P’squosa people indigenous to the area have objected to the planned construction, citing concerns that the project threatens cultural resources including foodways and sacred sites on the mountain. In May 2023, the Confederated Tribes of the Colville Reservation formally registered their opposition to the project.",REC-0466,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_995873bc82,src_90d5b39d9a09
con_b071c2c67c,WA,Carriger Solar Project,solar,2,"The Carriger Solar Project is a proposed 160-MW solar project. Citizens Educated About Solar Energy (CEASE) opposed the project, and the Klickitat County Commission adopted a moratorium.",pending,none,pending,,"organized_group, disruption",Klickitat,,"January 10, 2023",160,200,"The proposed 160-MW Carriger Solar Project drew opposition from a group called Citizens Educated About Solar Energy (CEASE). In August 2021, the founder of CEASE was ejected from a public meeting about the project for causing a disruption. On January 10, 2023, the Klickitat County Commission adopted a 6-month moratorium on solar projects in the area where the project has been proposed.",REC-0467,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_b071c2c67c,src_90d5b39d9a09
con_05d2969096,WA,Columbia Solar Project,solar,1,"The Columbia Solar Project is a proposed 25-MW solar project. Neighbors opposed the project, and it was approved after a moratorium.",advanced_unverified,outcome_label_only,approved_after_opposition,,"organized_group, disruption",Kittitas,,"January 10, 2017",25,200,"Tuusso Energy applied to the State Energy Facility Site Evaluation Council (EFSEC) for permission to construct a 25-MW, 200-acre solar project across five parcels of private property. Neighbors of the site started an organization, Save Our Farms, to advocate against the project. In early 2017, the Kittitas County Commission enacted a temporary moratorium that prohibited major solar projects.",REC-0468,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_05d2969096,src_90d5b39d9a09
con_26c5acfcd9,WA,Goldendale Energy Storage Project,battery_storage,2,The Goldendale Energy Storage Project is a proposed pumped storage project. The Yakama Nation opposes the project due to cultural concerns.,pending,none,pending,,"tribal opposition, cultural concerns",Klickitat,,"July 28, 2022",1200,680,"The Yakama Nation has been fighting the proposed Goldendale Energy Storage Project on its ancestral land for five years due to concerns that the pumped storage project could destroy tribal cultural property. The project is planned to be constructed on a 680-acre site with the capacity to generate 1,200-MW of energy.",REC-0469,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_26c5acfcd9,src_90d5b39d9a09
con_f079e07ee9,WA,Goldeneye Energy Storage,battery_storage,2,Tenaska proposed a 200-MW battery energy storage system in Skagit County. Local residents raised concerns about fire and environmental hazards.,pending,none,pending,,"local_residents, environmental concerns",Skagit,Sedro-Woolley,June 2024,200,16,"In June 2024, Tenaska submitted a proposal for a 200-MW battery energy storage system to the Energy Facility Site Evaluation Council (EFSEC) rather than seeking approval from Skagit County. The project is proposed to be located on approximately 16 acres zoned for agriculture in the outskirts of Sedro-Woolley. At a public hearing held in August 2024, local residents raised concerns of fire and environmental hazards.",REC-0470,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_f079e07ee9,src_90d5b39d9a09
con_8739010dea,WV,Beech Ridge Wind Farm,wind,3,"The Beech Ridge Wind Farm faced local opposition and legal challenges, including a lawsuit by the Animal Welfare Institute and Mountain Communities for Responsible Energy.",pending,none,pending,yes,"local_residents, organized_group",Greenbrier County,,2005-2009,100,300,"The Beech Ridge Wind Farm, a 100-MW wind project in Greenbrier County, was met with local opposition when proposed in 2005. Opponents included the Animal Welfare Institute and Mountain Communities for Responsible Energy. The project faced legal challenges before the Public Service Commission (PSC) and federal court. During the lawsuit, construction proceeded on only 40 out of 124 turbines until a decision was made. In 2009, a federal district court imposed severe restrictions on the project.",REC-0473,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_8739010dea,src_90d5b39d9a09
con_8b154997f9,WV,Mount Storm Wind Project,wind,3,"The Mount Storm Wind Project faced legal challenges from landowners in Grant County, leading to a Supreme Court reversal and eventual completion of the project.",needs_review,none,in_force,yes,litigation,Grant County,,2005-2007,264,,"In 2005, landowners in Grant County filed a nuisance lawsuit against Shell WindEnergy, Inc. and NedPower for their planned wind power project. The trial court dismissed the action, but the West Virginia Supreme Court reversed on appeal in June 2007, remanding the case back to the lower court. Despite legal challenges, the 264-MW Mount Storm Wind Project was completed in 2008.",REC-0474,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_8b154997f9,src_90d5b39d9a09
con_75a0e114c2,WV,Tyr Energy Solar Project,solar,2,"The Tyr Energy Solar Project faced local opposition over impacts to farmland, wildlife, and rural character.",needs_review,none,in_force,,"local_residents, organized_group",Mason County,,2010-2023,100,300,"Local opposition has arisen regarding the 100-MW Tyr Energy Solar Project in Mason County. Opposition focused on impacts to farmland, wildlife, and the local rural character of the county. Some residents put up signs reading “Stop Solar Farms.” The project was approved by the West Virginia Public Service Commission in December 2023.",REC-0475,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_75a0e114c2,src_90d5b39d9a09
con_16950d2943,WY,Pioneer Wind Parks I and II,wind,3,"Local residents opposed Pioneer Wind Parks I and II, forming the Northern Laramie Range Alliance to challenge the project.",needs_review,none,in_force,yes,"local_residents, organized_group",Converse County,,2011,66 turbines,,"In 2011, Wasatch Wind proposed a 66-turbine wind farm in Converse County. Local residents formed the Northern Laramie Range Alliance (NLRA) to oppose the project due to concerns about scenic impacts and property values. The NLRA advocated for zoning regulations that would prohibit development above an elevation of 6,000 feet. Despite these efforts, the project was eventually approved in 2016.",REC-0493,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_16950d2943,src_90d5b39d9a09
con_2f8a3e5ff8,WY,Rail Tie Wind Project,wind,3,"Local residents and landowners opposed the Rail Tie Wind Project, leading to legal challenges and delays.",pending,none,pending,yes,"local_residents, organized_group",Albany County,,February 2020,504 MW,"26,000 acres","The Rail Tie Wind Project is a 504-MW wind farm proposed by ConnectGen (acquired by Repsol in March 2024) on 26,000 acres. Local residents opposed the project due to concerns about aesthetic changes, wildlife impacts, and groundwater contamination. The project faced legal challenges, including a moratorium request and setbacks advocacy. Despite these efforts, the project was eventually approved in July 2021. Legal challenges continued, with a lawsuit filed in December 2024.",REC-0494,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_2f8a3e5ff8,src_90d5b39d9a09
con_552afd0839,WY,Rock Creek Gen-Tie Line,transmission,3,The Albany County Conservancy challenged the approval of a transmission line for a proposed wind project.,pending,none,pending,yes,organized_group,Albany County,,July 2023,,,"In July 2023, the Albany County Conservancy challenged the Bureau of Land Management’s approval of a transmission line designed to connect a proposed wind project. The complaint alleged that public input was not sought and that the environmental impact analysis was inadequate. If approved, the transmission line would support an additional 590 MW of electricity.",REC-0495,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_552afd0839,src_90d5b39d9a09
